"Subject","Item","PrecritCode","Index","Bin","Event_code"
305,67,144,3369,2,146
305,32,154,3403,3,155
305,4,154,3417,3,155
305,76,154,3448,3,155
305,1,134,3465,1,135
305,111,144,3494,2,146
305,48,154,3513,3,155
305,107,144,3548,2,146
305,105,134,3563,1,136
305,60,154,3626,3,155
305,35,144,3644,2,145
305,95,144,3692,2,146
305,93,134,3741,1,136
305,39,144,3788,2,146
305,119,144,3804,2,145
305,38,164,3837,4,165
305,101,134,3855,1,136
305,26,164,3892,4,165
305,120,154,3905,3,155
306,97,154,6,3,155
306,90,134,57,1,136
306,69,154,72,3,155
306,66,134,125,1,135
306,39,164,142,4,165
306,45,154,174,3,155
306,3,164,189,4,165
306,89,154,218,3,155
306,98,134,250,1,136
306,84,144,268,2,145
306,46,134,329,1,136
306,58,134,343,1,135
306,28,144,379,2,145
306,77,154,395,3,155
306,6,134,430,1,135
306,34,134,445,1,135
306,60,144,482,2,146
306,110,134,500,1,135
306,27,164,534,4,165
306,20,144,570,2,145
306,59,164,624,4,165
306,51,164,644,4,165
306,96,144,681,2,145
306,73,154,698,3,155
306,8,144,733,2,145
306,21,154,767,3,155
306,5,154,800,3,155
306,111,164,815,4,165
306,9,154,850,3,155
306,119,164,865,4,165
306,80,144,916,2,146
306,37,154,967,3,155
306,15,164,983,4,165
306,61,154,1016,3,155
306,35,164,1035,4,165
306,11,164,1100,4,165
306,87,164,1150,4,165
306,26,134,1167,1,135
306,91,164,1195,4,165
306,40,144,1223,2,146
306,78,134,1243,1,136
306,30,134,1290,1,135
306,33,154,1339,3,155
306,53,154,1383,3,155
306,109,154,1401,3,155
306,115,164,1433,4,165
306,25,154,1550,3,155
306,4,144,1600,2,145
306,75,164,1630,4,165
306,31,164,1675,4,165
306,103,164,1690,4,165
306,74,134,1726,1,135
306,22,134,1760,1,135
306,113,154,1810,3,155
306,38,134,1845,1,136
306,64,144,1863,2,146
306,24,144,1900,2,145
306,82,134,1930,1,136
306,108,144,1951,2,145
306,17,154,1978,3,155
306,83,164,1993,4,165
306,100,144,2027,2,145
306,76,144,2042,2,146
306,71,164,2073,4,165
306,18,134,2092,1,135
306,1,154,2127,3,155
306,48,144,2141,2,146
306,99,164,2173,4,165
306,105,154,2187,3,155
306,81,154,2238,3,155
306,85,154,2255,3,155
306,63,164,2289,4,165
306,57,154,2309,3,155
306,54,134,2339,1,135
306,23,164,2354,4,165
306,120,144,2385,2,146
306,70,134,2402,1,136
306,94,134,2434,1,135
306,52,144,2447,2,146
306,79,164,2494,4,165
306,36,144,2512,2,145
306,72,144,2545,2,145
306,19,164,2563,4,165
306,93,154,2596,3,155
306,44,144,2612,2,145
306,102,134,2643,1,136
306,118,134,2659,1,136
306,16,144,2696,2,145
306,112,144,2712,2,145
306,106,134,2743,1,136
306,88,144,2759,2,146
306,43,164,2792,4,165
306,56,144,2806,2,146
306,49,154,2838,3,155
306,13,154,2855,3,155
306,116,144,2885,2,146
306,12,144,2900,2,145
306,114,134,2934,1,136
306,50,134,2965,1,135
306,47,164,2998,4,165
306,41,154,3014,3,155
306,86,134,3077,1,135
306,104,144,3123,2,145
306,32,144,3174,2,145
306,55,164,3188,4,165
306,117,154,3224,3,155
306,7,164,3257,4,165
306,2,134,3348,1,136
306,92,144,3378,2,146
306,10,134,3442,1,135
306,107,164,3491,4,165
306,65,154,3507,3,155
306,67,164,3553,4,165
306,62,134,3570,1,135
306,29,154,3616,3,155
306,95,164,3728,4,165
306,101,154,3760,3,155
306,14,134,3778,1,135
306,68,144,3825,2,146
306,42,134,3858,1,136
307,33,144,21,2,145
307,25,144,51,2,146
307,88,164,69,4,165
307,32,164,99,4,165
307,5,144,142,2,145
307,91,134,173,1,136
307,68,164,185,4,165
307,74,154,219,3,155
307,105,144,236,2,146
307,36,164,266,4,165
307,109,144,333,2,146
307,1,144,380,2,145
307,69,144,410,2,145
307,78,154,446,3,155
307,107,134,464,1,136
307,117,144,498,2,146
307,38,154,515,3,155
307,6,154,583,3,155
307,17,144,598,2,146
307,23,134,631,1,135
307,4,164,662,4,165
307,60,164,678,4,165
307,22,154,728,3,155
307,56,164,743,4,165
307,83,134,805,1,136
307,77,144,822,2,146
307,97,144,859,2,146
307,85,144,923,2,146
307,100,164,959,4,165
307,12,164,989,4,165
307,49,144,1037,2,145
307,89,144,1055,2,146
307,47,134,1086,1,135
307,50,154,1116,3,155
307,75,134,1133,1,135
307,72,164,1165,4,165
307,51,134,1182,1,135
307,87,134,1217,1,135
307,44,164,1233,4,165
307,26,154,1263,3,155
307,45,144,1290,2,146
307,55,134,1304,1,136
307,99,134,1359,1,136
307,92,164,1388,4,165
307,96,164,1437,4,165
307,80,164,1470,4,165
307,42,154,1535,3,155
307,90,154,1607,3,155
307,76,164,1636,4,165
307,48,164,1668,4,165
307,106,154,1684,3,155
307,101,144,1716,2,146
307,104,164,1734,4,165
307,82,154,1783,3,155
307,95,134,1819,1,136
307,86,154,1853,3,155
307,19,134,1884,1,135
307,53,144,1935,2,145
307,108,164,1967,4,165
307,118,154,1998,3,155
307,21,144,2033,2,145
307,73,144,2046,2,146
307,39,134,2080,1,136
307,37,144,2160,2,145
307,35,134,2176,1,135
307,119,134,2207,1,135
307,71,134,2258,1,136
307,40,164,2292,4,165
307,103,134,2310,1,136
307,81,144,2345,2,146
307,27,134,2361,1,135
307,113,144,2395,2,146
307,64,164,2414,4,165
307,7,134,2453,1,135
307,66,154,2486,3,155
307,29,144,2518,2,145
307,52,164,2550,4,165
307,111,134,2567,1,136
307,28,164,2619,4,165
307,67,134,2650,1,136
307,41,144,2669,2,146
307,115,134,2701,1,136
307,30,154,2734,3,155
307,18,154,2767,3,155
307,65,144,2802,2,146
307,46,154,2833,3,155
307,2,154,2863,3,155
307,70,154,2893,3,155
307,112,164,2912,4,165
307,16,164,2959,4,165
307,10,154,2975,3,155
307,57,144,3011,2,145
307,62,154,3040,3,155
307,59,134,3071,1,136
307,116,164,3091,4,165
307,13,144,3122,2,145
307,94,154,3151,3,155
307,20,164,3165,4,165
307,8,164,3195,4,165
307,120,164,3230,4,165
307,93,144,3247,2,146
307,114,154,3278,3,155
307,15,134,3310,1,135
307,61,144,3343,2,146
307,58,154,3395,3,155
307,54,154,3443,3,155
307,34,154,3507,3,155
307,102,154,3565,3,155
307,84,164,3581,4,165
307,9,144,3614,2,145
307,98,154,3629,3,155
307,31,134,3697,1,135
307,11,134,3728,1,135
307,63,134,3744,1,136
307,43,134,3795,1,136
307,79,134,3809,1,136
307,3,134,3844,1,135
307,24,164,3859,4,165
307,110,154,3894,3,155
307,14,154,3910,3,155
308,80,134,7,1,136
308,111,154,28,3,155
308,31,154,65,3,155
308,70,144,96,2,146
308,61,164,130,4,165
308,67,154,164,3,155
308,102,144,197,2,146
308,59,154,213,3,155
308,63,154,249,3,155
308,76,134,283,1,136
308,65,164,300,4,165
308,45,164,332,4,165
308,99,154,347,3,155
308,28,134,378,1,135
308,120,134,424,1,136
308,49,164,441,4,165
308,117,164,472,4,165
308,74,144,508,2,145
308,89,164,526,4,165
308,5,164,558,4,165
308,92,134,574,1,136
308,107,154,613,3,155
308,54,144,657,2,145
308,62,144,687,2,145
308,46,144,731,2,146
308,72,134,763,1,135
308,6,144,795,2,145
308,7,154,810,3,155
308,11,154,839,3,155
308,82,144,855,2,146
308,21,164,891,4,165
308,91,154,904,3,155
308,52,134,945,1,136
308,17,164,962,4,165
308,77,164,993,4,165
308,66,144,1028,2,145
308,47,154,1045,3,155
308,71,154,1091,3,155
308,58,144,1109,2,145
308,50,144,1145,2,145
308,2,144,1162,2,146
308,116,134,1191,1,136
308,41,164,1207,4,165
308,35,154,1241,3,155
308,112,134,1256,1,135
308,25,164,1287,4,165
308,84,134,1305,1,135
308,15,154,1337,3,155
308,78,144,1356,2,146
308,4,134,1388,1,135
308,60,134,1404,1,136
308,19,154,1440,3,155
308,85,164,1458,4,165
308,29,164,1496,4,165
308,30,144,1531,2,145
308,114,144,1566,2,146
308,22,144,1600,2,145
308,68,134,1631,1,136
308,18,144,1651,2,145
308,106,144,1683,2,146
308,20,134,1700,1,135
308,36,134,1730,1,135
308,8,134,1747,1,135
308,100,134,1779,1,135
308,38,144,1794,2,146
308,16,134,1829,1,135
308,75,154,1845,3,155
308,23,154,1877,3,155
308,56,134,1910,1,136
308,83,154,1942,3,155
308,90,144,1992,2,146
308,73,164,2035,4,165
308,37,164,2067,4,165
308,115,154,2098,3,155
308,10,144,2135,2,145
308,26,144,2168,2,145
308,69,164,2197,4,165
308,44,134,2215,1,135
308,94,144,2243,2,145
308,119,154,2257,3,155
308,79,154,2290,3,155
308,81,164,2308,4,165
308,97,164,2338,4,165
308,57,164,2374,4,165
308,110,144,2404,2,145
308,118,144,2435,2,146
308,108,134,2469,1,135
308,33,164,2534,4,165
308,88,134,2583,1,136
308,40,134,2598,1,136
308,43,154,2648,3,155
308,93,164,2662,4,165
308,34,144,2696,2,145
308,1,164,2771,4,165
308,103,154,2800,3,155
308,9,164,2851,4,165
308,95,154,2880,3,155
308,109,164,2898,4,165
308,32,134,2929,1,135
308,3,154,2963,3,155
308,42,144,2992,2,146
308,104,134,3008,1,135
308,105,164,3074,4,165
308,24,134,3128,1,135
308,101,164,3160,4,165
308,14,144,3258,2,145
308,55,154,3319,3,155
308,51,154,3339,3,155
308,96,134,3391,1,135
308,53,164,3408,4,165
308,13,164,3442,4,165
308,27,154,3457,3,155
308,113,164,3509,4,165
308,86,144,3545,2,145
308,48,134,3560,1,136
308,39,154,3591,3,155
308,87,154,3654,3,155
308,12,134,3685,1,135
308,64,134,3795,1,136
308,98,144,3891,2,146
309,21,134,7,1,135
309,115,144,21,2,146
309,106,164,53,4,165
309,113,134,69,1,136
309,47,144,106,2,145
309,57,134,142,1,135
309,40,154,170,3,155
309,69,134,220,1,135
309,9,134,257,1,135
309,20,154,292,3,155
309,2,164,305,4,165
309,41,134,334,1,136
309,30,164,352,4,165
309,91,144,386,2,146
309,64,154,442,3,155
309,96,154,511,3,155
309,85,134,529,1,136
309,3,144,564,2,145
309,58,164,578,4,165
309,116,154,610,3,155
309,16,154,626,3,155
309,55,144,656,2,146
309,80,154,677,3,155
309,59,144,712,2,146
309,33,134,733,1,135
309,23,144,762,2,145
309,8,154,809,3,155
309,98,164,843,4,165
309,27,144,894,2,145
309,90,164,951,4,165
309,68,154,965,3,155
309,49,134,999,1,135
309,22,164,1017,4,165
309,52,154,1046,3,155
309,75,144,1063,2,145
309,81,134,1080,1,136
309,111,144,1130,2,146
309,14,164,1149,4,165
309,84,154,1180,3,155
309,62,164,1197,4,165
309,92,154,1213,3,155
309,13,134,1245,1,135
309,29,134,1275,1,135
309,108,154,1322,3,155
309,72,154,1335,3,155
309,7,144,1415,2,145
309,112,154,1430,3,155
309,88,154,1462,3,155
309,12,154,1491,3,155
309,50,164,1507,4,165
309,120,154,1557,3,155
309,43,144,1574,2,146
309,10,164,1673,4,165
309,11,144,1736,2,145
309,15,144,1752,2,145
309,34,164,1787,4,165
309,86,164,1826,4,165
309,67,144,1857,2,146
309,39,144,1874,2,146
309,53,134,1904,1,135
309,100,154,1921,3,155
309,117,134,1954,1,136
309,25,134,1971,1,136
309,103,144,2003,2,146
309,78,164,2023,4,165
309,26,164,2057,4,165
309,77,134,2069,1,136
309,118,164,2105,4,165
309,5,134,2138,1,135
309,19,144,2169,2,145
309,38,164,2186,4,165
309,97,134,2220,1,136
309,66,164,2272,4,165
309,82,164,2289,4,165
309,74,164,2325,4,165
309,44,154,2389,3,155
309,104,154,2419,3,155
309,36,154,2485,3,155
309,17,134,2502,1,136
309,37,134,2551,1,135
309,18,164,2568,4,165
309,56,154,2694,3,155
309,109,134,2729,1,136
309,6,164,2821,4,165
309,60,154,2851,3,155
309,99,144,2887,2,146
309,102,164,2939,4,165
309,45,134,2971,1,136
309,31,144,2985,2,145
309,79,144,3014,2,146
309,71,144,3064,2,146
309,4,154,3098,3,155
309,54,164,3114,4,165
309,73,134,3144,1,136
309,114,164,3160,4,165
309,61,134,3194,1,136
309,32,154,3214,3,155
309,119,144,3245,2,145
309,101,134,3263,1,136
309,83,144,3297,2,146
309,42,164,3347,4,165
309,94,164,3381,4,165
309,1,134,3395,1,135
309,65,134,3445,1,136
309,110,164,3509,4,165
309,70,164,3540,4,165
309,24,154,3560,3,155
309,63,144,3591,2,146
309,46,164,3622,4,165
309,89,134,3653,1,136
309,51,144,3683,2,145
309,105,134,3703,1,136
309,48,154,3734,3,155
309,87,144,3750,2,145
309,35,144,3780,2,145
309,28,154,3810,3,155
309,93,134,3826,1,136
309,107,144,3858,2,146
309,95,144,3874,2,146
309,76,154,3906,3,155
310,77,154,6,3,155
310,117,154,25,3,155
310,71,164,58,4,165
310,29,154,107,3,155
310,39,164,123,4,165
310,52,144,172,2,146
310,62,134,189,1,135
310,89,154,221,3,155
310,48,144,237,2,146
310,95,164,269,4,165
310,1,154,287,3,155
310,34,134,350,1,135
