"ParticipantID","AuthorRecognition","PPVT","NAART","OSpanPartial","LetterNumberSequencing","RC1","RC2"
101,16,213,28,31,13,-0.0665859150886325,-0.773014617788149
102,13,209,38,43,12,0.0564076531031873,0.0632189220548034
103,16,203,45,44,16,0.225313791219668,0.717750465748495
105,30,215,40,49,15,1.22965172555428,0.586990517918918
111,8,208,36,39,13,-0.342366070986597,0.0358191064840126
112,18,208,36,29,12,0.237580902581854,-1.06932775215333
113,22,207,40,41,9,0.584897909341908,-0.757652759652821
114,21,203,35,43,14,0.0134045811477516,0.117663268473491
115,21,210,45,35,21,0.770659478109783,0.778312200642
116,12,210,30,42,19,-0.454114675080702,1.03731489535765
117,10,210,42,49,19,0.0132381115969469,1.69346353266935
118,36,216,43,32,9,1.91146074436803,-1.65783083828899
119,31,222,41,34,17,1.69514766747413,-0.134514525218351
120,16,195,24,29,12,-1.06237091056439,-1.20444644391027
121,17,205,40,50,17,0.0702750441968429,1.23442718346992
122,18,190,35,42,11,-0.682152411941632,-0.41641178153034
123,20,215,42,45,16,0.820889115092642,0.725825963110931
124,49,216,47,28,10,2.78719322786033,-2.064539235956
125,13,200,36,47,14,-0.504435856616381,0.588994226635479
126,14,216,36,48,20,0.179306377945736,1.6557712014293
127,18,218,46,50,15,1.04633916272676,1.02525276815674
128,17,214,40,39,12,0.610777431732607,-0.27058238421597
129,20,219,42,43,12,1.07352558074286,-0.0167656699460597
130,21,209,41,41,7,0.705186694101256,-1.02448626236329
131,22,210,35,42,15,0.37330753037988,0.216171174230464
132,21,213,31,48,11,0.287008508806887,0.0177024959735536
133,6,165,21,44,15,-3.21431996454971,0.374496837535792
134,7,197,34,20,8,-0.824243908574368,-2.13423260306481
135,22,213,41,42,23,0.691420611504073,1.53610514210404
136,21,217,36,39,12,0.751341426406782,-0.390777776956728
137,8,198,29,32,11,-1.08519264966292,-0.888968373100337
138,13,201,29,9,11,-0.575900055494928,-2.61441589327603
139,25,213,43,50,21,0.936823917903808,1.7329340775248
140,9,204,31,48,16,-0.815798978138031,1.04306730710039
141,22,216,47,50,9,1.30245557271122,-0.00912872528407926
142,7,198,31,39,20,-1.20715288379437,1.04978787904512
143,13,191,27,49,16,-1.40839774695687,0.907288345981239
144,15,202,33,30,14,-0.376508341223542,-0.674471228993768
145,14,208,41,48,12,0.188612319606245,0.413808245620766
146,16,200,29,39,15,-0.67819191482045,0.0413954299076948
147,11,210,30,37,15,-0.41991401001417,0.0866282292113987
148,7,199,26,43,12,-1.31285961240064,0.0424112580788216
149,0,179,22,37,8,-2.69438533381936,-0.976952175307048
150,4,194,30,41,10,-1.45266034744903,-0.325112781422992
151,23,215,42,44,13,1.02571130034121,0.114311123387679
152,28,222,45,48,18,1.65714893838959,1.11845315964223
153,12,212,43,50,15,0.313168676812189,1.11171167729232
154,7,194,25,18,9,-1.41993163826992,-2.2210647226334
155,28,211,50,50,19,1.38362665574087,1.40359975250826
156,15,207,36,42,11,-0.0124312798303626,-0.241896864070645
157,10,203,21,39,11,-1.19347781308101,-0.494757647965401
158,6,210,33,35,13,-0.485542507113456,-0.214465473131078
159,19,212,42,44,11,0.713622631510731,-0.115273575703033
160,14,204,32,44,11,-0.412263784984332,-0.130822309931551
161,11,194,29,48,11,-1.19316882202287,0.142035643941225
162,13,196,21,48,23,-1.58452139758324,1.89738916354035
163,13,206,37,49,20,-0.281812212863782,1.7065039427033
164,26,215,43,44,16,1.18512377879913,0.517684508513811
165,5,195,23,44,15,-1.79961061344878,0.579294648415376
166,6,211,30,38,13,-0.606447705645326,-0.0265328541652374
167,8,206,29,31,12,-0.731241334951594,-0.760539471084522
168,11,206,30,42,15,-0.627050342626667,0.417055138653945
169,23,217,37,46,8,0.93013335245528,-0.56097306069038
170,10,208,31,38,12,-0.471540882868644,-0.287142346497285
171,9,211,28,47,16,-0.643570150611651,0.981702678824518
172,15,219,39,47,18,0.553947781337648,1.29389188451541
173,21,217,39,39,16,0.842134595557315,0.261129771098459
174,13,208,34,38,10,-0.135525259812502,-0.643852865491221
175,11,212,32,42,15,-0.253094385315579,0.468353936423455
176,5,200,24,47,10,-1.46097453862009,0.047696246521856
177,5,211,30,26,15,-0.627946902377877,-0.534931804119895
178,12,209,37,33,12,0.00469721950558082,-0.625601042982612
179,12,203,38,30,11,-0.187704490412582,-1.0152884941362
180,12,207,33,37,17,-0.383906765718228,0.386210883153674
182,16,206,26,39,15,-0.556492136671445,0.0450415920694516
301,11,218,37,40,9,0.37309635721883,-0.527497129862248
302,14,217,41,50,18,0.497311470349554,1.53790630633024
303,16,220,0,46,13,-1.23596014502065,0.0534975389697014
304,30,204,36,44,10,0.628050073654867,-0.641297817189022
305,23,216,43,46,15,1.08135091106865,0.58164008649296
306,3,196,33,48,14,-1.35745084426592,0.854774953989652
307,35,206,36,37,14,0.950951053553785,-0.622662364856097
308,40,214,35,28,11,1.61247549557929,-1.81289013321081
309,29,208,43,33,9,1.18214545350377,-1.45859447560109
310,8,205,37,46,17,-0.524143062045016,1.14523296237711
311,41,211,32,42,7,1.36633424095883,-1.52009212434522
312,12,206,30,32,8,-0.419407500694746,-1.40213331897924
313,17,207,35,26,5,0.211201551095634,-2.36163738230937
314,24,209,38,42,11,0.642633959539827,-0.433022246358701
315,13,214,30,41,19,-0.215598334085022,0.963874937678782
316,27,207,29,39,10,0.282137194780538,-0.970167256723504
317,13,209,34,29,12,-0.0751153987844949,-0.960275654119826
318,17,204,35,37,10,-0.0562473507938764,-0.824390071097066
319,21,209,29,37,14,0.0138714624175004,-0.329584636881587
320,11,206,34,43,14,-0.415125399813321,0.369732003159544
321,9,217,45,44,18,0.471934480321322,1.27646612368646
322,16,220,41,39,10,0.913101873589458,-0.515924057908839
323,17,212,40,44,15,0.449238523908824,0.538077414753281
324,11,209,22,41,10,-0.813412678426477,-0.492598912610455
325,8,204,30,40,13,-0.832129278181597,0.0275278624291337
326,7,210,29,40,13,-0.660987577162938,0.0747831178384316
327,12,217,39,48,13,0.379228844233758,0.648028876348792
328,12,212,28,44,15,-0.413479050056065,0.546451284316874
329,18,216,46,47,11,1.03094227783372,0.180039643881306
330,10,213,44,45,16,0.31616827025694,0.979621492889629
331,11,209,39,50,15,-0.0766235581357822,1.08201873604735
332,19,208,44,47,18,0.51144809866231,1.18424983430699
333,15,207,33,41,8,-0.113344448464576,-0.808359168145229
334,23,220,42,49,15,1.19787492702474,0.804752631465106
335,31,222,52,36,12,2.3157716643581,-0.668056189860402
336,12,214,30,39,9,-0.105617266807411,-0.710634435427178
337,8,211,43,45,14,0.102058377458773,0.696783145922888
338,7,212,25,42,11,-0.751534692976491,-0.123483564100175
339,14,205,28,9,10,-0.377714950847984,-2.78283162205705
340,37,219,42,37,9,2.02389612463892,-1.32387179419162
341,22,217,44,45,15,1.13087064748326,0.550707862181321
342,16,208,43,27,13,0.482718591437731,-0.938456488005019
343,6,211,36,48,20,-0.45992258378757,1.82529072719281
344,6,202,26,50,17,-1.33863503702708,1.35490936105385
345,15,214,42,37,11,0.633939210599761,-0.499021739020684
346,14,219,43,46,15,0.754732714735171,0.818691309296124
347,9,197,25,43,11,-1.33626744460477,-0.182790253233046
348,8,209,47,42,14,0.227905897548684,0.513008096824196
349,8,220,33,39,13,0.0523871928086628,0.0717030121721779
350,7,186,16,32,8,-2.29320583181198,-1.52027964874677
351,8,210,27,47,11,-0.715290176580226,0.212202275089836
352,9,195,22,31,6,-1.44269668648139,-1.84587767977404
353,7,205,32,48,14,-0.792479656448237,0.795408886139954
354,10,212,42,44,14,0.205057288594088,0.573145750354828
355,35,221,43,48,19,1.85582125942995,1.07801186678628
