"Subject","Item","PrecritCode","Index","Bin","Event_code"
113,77,134,766,1,136
113,58,164,778,4,165
113,42,164,797,4,165
113,106,164,803,4,165
113,68,154,815,3,155
113,62,164,827,4,165
113,40,154,872,3,155
113,18,164,878,4,165
113,114,164,890,4,165
113,50,164,896,4,165
113,88,154,916,3,155
113,47,144,948,2,145
113,98,164,966,4,165
113,112,154,1011,3,155
113,92,154,1031,3,155
113,52,154,1043,3,155
113,28,154,1068,3,155
113,84,154,1080,3,155
113,83,144,1092,2,146
113,100,154,1098,3,155
113,25,134,1111,1,136
113,72,154,1123,3,155
113,31,144,1129,2,145
113,113,134,1142,1,136
113,80,154,1148,3,155
113,13,134,1167,1,135
113,22,164,1193,4,165
113,53,134,1199,1,135
113,23,144,1224,2,145
113,43,144,1236,2,146
113,44,154,1242,3,155
113,15,144,1255,2,145
113,117,134,1261,1,136
113,57,134,1274,1,135
113,46,164,1280,4,165
113,104,154,1293,3,155
113,67,144,1299,2,146
113,32,154,1312,3,155
113,4,154,1318,3,155
113,76,154,1331,3,155
113,1,134,1337,1,135
113,111,144,1349,2,146
113,48,154,1355,3,155
113,107,144,1367,2,146
113,105,134,1373,1,136
113,60,154,1398,3,155
113,35,144,1404,2,145
113,95,144,1422,2,146
113,93,134,1441,1,136
113,39,144,1460,2,146
113,119,144,1466,2,145
113,38,164,1478,4,165
113,101,134,1484,1,136
113,26,164,1496,4,165
113,120,154,1502,3,155
114,97,154,4,3,155
114,90,134,23,1,136
114,69,154,29,3,155
114,66,134,48,1,135
114,39,164,54,4,165
114,45,154,66,3,155
114,3,164,72,4,165
114,89,154,85,3,155
114,98,134,97,1,136
114,84,144,103,2,145
114,46,134,129,1,136
114,58,134,135,1,135
114,28,144,148,2,145
114,77,154,154,3,155
114,6,134,167,1,135
114,34,134,173,1,135
114,60,144,186,2,146
114,110,134,192,1,135
114,27,164,204,4,165
114,20,144,217,2,145
114,59,164,236,4,165
114,51,164,242,4,165
114,96,144,255,2,145
114,73,154,261,3,155
114,8,144,273,2,145
114,21,154,286,3,155
114,5,154,298,3,155
114,111,164,304,4,165
114,9,154,316,3,155
114,119,164,322,4,165
114,80,144,342,2,146
114,37,154,362,3,155
114,15,164,368,4,165
114,61,154,381,3,155
114,35,164,387,4,165
114,11,164,413,4,165
114,87,164,431,4,165
114,26,134,437,1,135
114,91,164,449,4,165
114,40,144,462,2,146
114,78,134,468,1,136
114,30,134,487,1,135
114,33,154,507,3,155
114,53,154,525,3,155
114,109,154,531,3,155
114,115,164,543,4,165
114,25,154,588,3,155
114,4,144,607,2,145
114,75,164,619,4,165
114,31,164,638,4,165
114,103,164,644,4,165
114,74,134,656,1,135
114,22,134,669,1,135
114,113,154,688,3,155
114,38,134,700,1,136
114,64,144,706,2,146
114,24,144,719,2,145
114,82,134,731,1,136
114,108,144,737,2,145
114,17,154,750,3,155
114,83,164,756,4,165
114,100,144,769,2,145
114,76,144,775,2,146
114,71,164,788,4,165
114,18,134,794,1,135
114,1,154,806,3,155
114,48,144,812,2,146
114,99,164,825,4,165
114,105,154,831,3,155
114,81,154,849,3,155
114,85,154,855,3,155
114,63,164,868,4,165
114,57,154,874,3,155
114,54,134,886,1,135
114,23,164,892,4,165
114,120,144,905,2,146
114,70,134,911,1,136
114,94,134,923,1,135
114,52,144,929,2,146
114,79,164,948,4,165
114,36,144,954,2,145
114,72,144,966,2,145
114,19,164,972,4,165
114,93,154,984,3,155
114,44,144,990,2,145
114,102,134,1003,1,136
114,118,134,1009,1,136
114,16,144,1022,2,145
114,112,144,1028,2,145
114,106,134,1040,1,136
114,88,144,1046,2,146
114,43,164,1058,4,165
114,56,144,1064,2,146
114,49,154,1076,3,155
114,13,154,1082,3,155
114,116,144,1094,2,146
114,12,144,1100,2,145
114,114,134,1113,1,136
114,50,134,1125,1,135
114,47,164,1138,4,165
114,41,154,1144,3,155
114,86,134,1170,1,135
114,104,144,1189,2,145
114,32,144,1209,2,145
114,55,164,1215,4,165
114,117,154,1227,3,155
114,7,164,1239,4,165
114,2,134,1278,1,136
114,92,144,1291,2,146
114,10,134,1317,1,135
114,107,164,1336,4,165
114,65,154,1342,3,155
114,67,164,1360,4,165
114,62,134,1366,1,135
114,29,154,1384,3,155
114,95,164,1428,4,165
114,101,154,1441,3,155
114,14,134,1447,1,135
114,68,144,1465,2,146
114,42,134,1478,1,136
115,33,144,11,2,145
115,25,144,24,2,146
115,88,164,30,4,165
115,32,164,43,4,165
115,5,144,63,2,145
115,91,134,76,1,136
115,68,164,82,4,165
115,74,154,94,3,155
115,105,144,100,2,146
115,36,164,112,4,165
115,109,144,138,2,146
115,1,144,158,2,145
115,69,144,170,2,145
115,78,154,182,3,155
115,107,134,188,1,136
115,117,144,200,2,146
115,38,154,206,3,155
115,6,154,231,3,155
115,17,144,237,2,146
115,23,134,249,1,135
115,4,164,262,4,165
115,60,164,268,4,165
115,22,154,286,3,155
115,56,164,292,4,165
115,83,134,317,1,136
115,77,144,323,2,146
115,97,144,336,2,146
115,85,144,362,2,146
115,100,164,374,4,165
115,12,164,386,4,165
115,49,144,405,2,145
115,89,144,411,2,146
115,47,134,423,1,135
115,50,154,436,3,155
115,75,134,442,1,135
115,72,164,455,4,165
115,51,134,461,1,135
115,87,134,474,1,135
115,44,164,480,4,165
115,26,154,493,3,155
115,45,144,505,2,146
115,55,134,511,1,136
115,99,134,529,1,136
115,92,164,542,4,165
115,96,164,561,4,165
115,80,164,573,4,165
115,42,154,598,3,155
115,90,154,624,3,155
115,76,164,636,4,165
115,48,164,649,4,165
115,106,154,655,3,155
115,101,144,668,2,146
115,104,164,674,4,165
115,82,154,692,3,155
115,95,134,705,1,136
115,86,154,717,3,155
115,19,134,729,1,135
115,53,144,748,2,145
115,108,164,761,4,165
115,118,154,773,3,155
115,21,144,785,2,145
115,73,144,791,2,146
115,39,134,804,1,136
115,37,144,835,2,145
115,35,134,841,1,135
115,119,134,853,1,135
115,71,134,872,1,136
115,40,164,884,4,165
115,103,134,890,1,136
115,81,144,902,2,146
115,27,134,908,1,135
115,113,144,920,2,146
115,64,164,926,4,165
115,7,134,938,1,135
115,66,154,951,3,155
115,29,144,964,2,145
115,52,164,976,4,165
115,111,134,982,1,136
115,28,164,1002,4,165
115,67,134,1015,1,136
115,41,144,1021,2,146
115,115,134,1033,1,136
115,30,154,1046,3,155
115,18,154,1059,3,155
115,65,144,1071,2,146
115,46,154,1084,3,155
115,2,154,1097,3,155
115,70,154,1110,3,155
115,112,164,1116,4,165
115,16,164,1135,4,165
115,10,154,1141,3,155
115,57,144,1153,2,145
115,62,154,1166,3,155
115,59,134,1179,1,136
115,116,164,1185,4,165
115,13,144,1198,2,145
115,94,154,1211,3,155
115,20,164,1217,4,165
115,8,164,1229,4,165
115,120,164,1242,4,165
115,93,144,1248,2,146
115,114,154,1260,3,155
115,15,134,1272,1,135
115,61,144,1285,2,146
115,58,154,1304,3,155
115,54,154,1324,3,155
115,34,154,1349,3,155
115,102,154,1368,3,155
115,84,164,1374,4,165
115,9,144,1387,2,145
115,98,154,1393,3,155
115,31,134,1419,1,135
115,11,134,1432,1,135
115,63,134,1438,1,136
115,43,134,1456,1,136
115,79,134,1462,1,136
115,3,134,1474,1,135
115,24,164,1480,4,165
115,110,154,1492,3,155
115,14,154,1498,3,155
116,80,134,4,1,136
116,111,154,10,3,155
116,31,154,22,3,155
116,70,144,34,2,146
116,61,164,47,4,165
116,67,154,60,3,155
116,102,144,72,2,146
116,59,154,78,3,155
116,63,154,91,3,155
116,76,134,103,1,136
116,65,164,109,4,165
116,45,164,121,4,165
116,99,154,127,3,155
116,28,134,139,1,135
116,120,134,157,1,136
116,49,164,163,4,165
116,117,164,175,4,165
116,74,144,187,2,145
116,89,164,193,4,165
116,5,164,205,4,165
116,92,134,211,1,136
116,107,154,223,3,155
116,54,144,243,2,145
116,62,144,256,2,145
116,46,144,276,2,146
116,72,134,289,1,135
116,6,144,302,2,145
116,7,154,308,3,155
116,11,154,321,3,155
116,82,144,327,2,146
116,21,164,340,4,165
116,91,154,346,3,155
116,52,134,366,1,136
116,17,164,372,4,165
116,77,164,385,4,165
116,66,144,398,2,145
116,47,154,404,3,155
116,71,154,423,3,155
116,58,144,429,2,145
116,50,144,442,2,145
116,2,144,448,2,146
116,116,134,460,1,136
116,41,164,466,4,165
116,35,154,478,3,155
116,112,134,484,1,135
